"Population","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Tenure","MonthlyCharge","Bandwidth_GB_Year","Response","Fix","Replacement","Reliability","Options","Respectful","Courteous","Listening","Area_Rural","Area_Suburban","Area_Urban","Marital_Divorced","Marital_Married","Marital_Never_Married","Marital_Separated","Marital_Widowed","Gender_Female","Gender_Male","Gender_Nonbinary","Churn_No","Churn_Yes","Techie_No","Techie_Yes","Contract_Month_to_month","Contract_One_year","Contract_Two_Year","Port_modem_No","Port_modem_Yes","Tablet_No","Tablet_Yes","InternetService_DSL","InternetService_Fiber_Optic","InternetService_None","Phone_No","Phone_Yes","Multiple_No","Multiple_Yes","OnlineSecurity_No","OnlineSecurity_Yes","OnlineBackup_No","OnlineBackup_Yes","DeviceProtection_No","DeviceProtection_Yes","TechSupport_No","TechSupport_Yes","StreamingTV_No","StreamingTV_Yes","StreamingMovies_No","StreamingMovies_Yes","PaperlessBilling_No","PaperlessBilling_Yes","PaymentMethod_Bank_Transfer_automatic_","PaymentMethod_Credit_Card__automatic_","PaymentMethod_Electronic_Check","PaymentMethod_Mailed_Check"
0.00286097451944569,0.2,0.366197183098592,0.24494864137315,0.532885861732487,0.157894736842105,0.142857142857143,0,0.132073746550746,0.785968653891277,0.222058763290575,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.5,0.333333333333333,0.666666666666667,0.142857142857143,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
0.354483683504694,0.5,0.704225352112676,0.196541831829552,0.400659465883113,0.526315789473684,0.142857142857143,0,0.0892774313233746,0.512305425425073,0.154028912456251,0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0.166666666666667,0.333333333333333,0.142857142857143,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0
0.00084041126508717,0,0.183098591549296,0.197983224420025,0.561514595455543,0.210526315789474,0,0,0.00778211959635219,0.428038541668634,0.0424596994272918,0.5,0.5,0.333333333333333,0.5,0.5,0.5,0.166666666666667,0.285714285714286,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
0.234081358962897,0.1,0.563380281690141,0.0634279178109071,0.51417990700099,0.684210526315789,0.285714285714286,0,0.207333162952955,0.666894330153865,0.244643888556779,0.333333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0.5,0.666666666666667,0.666666666666667,0.428571428571429,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
0.0697451944568619,0,0.422535211267606,0.23665850658713,0.394942172957442,0.789473684210526,0,0.25,0.158335247099168,0.344861339619238,0.23605765478187,0.333333333333333,0,0.166666666666667,0.166666666666667,0.666666666666667,0.166666666666667,0.166666666666667,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
0.159347340187751,0.1,0.633802816901408,0.0838118711228018,0.568455793217861,0.842105263157895,0.285714285714286,0.25,0.0169523479593303,0.571664962291007,0.137750871196993,0.5,0.5,0.5,0.666666666666667,0.5,0.5,0.5,0.285714285714286,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0
0.0514975413500224,0.3,0.507042253521127,0.213317275287009,0.212915165051247,0.368421052631579,0,0,0.0983077789822573,0.261545519319323,0.095262775894047,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.285714285714286,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0.0196066160035762,0.1,0.450704225352113,0.337491096812618,0.371200640283579,0.421052631578947,0.285714285714286,0.25,0.269574927260694,0.332850195482659,0.32419962534486,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.5,0.428571428571429,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
0.0024407688869021,0.1,0.0845070422535211,0.0837693233067926,0.659568868824879,0.842105263157895,0.142857142857143,0,0.333081767187294,0.761893711141423,0.357679192586411,0.5,0.5,0.666666666666667,0,0.5,0.5,0.333333333333333,0.285714285714286,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
0.00286097451944569,0.5,0.76056338028169,0.337766997784237,0.426316760190005,0.578947368421053,0.428571428571429,0,0.259894343027125,0.535146306532059,0.250121463191122,0.5,0.5,0.5,0.333333333333333,0,0.666666666666667,0.5,0.428571428571429,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1
0.0255967814036656,0.4,0.746478873239437,0.203381381876614,0.413528578022856,0.421052631578947,0.142857142857143,0,0.187994238454612,0.190435679468911,0.247081976998668,0.5,0.5,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.571428571428571,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
0.287912382655342,0,0.676056338028169,0.123760857429049,0.362511658930563,0.578947368421053,0.142857142857143,0.25,0.0383317016305447,0.607378347593282,0.0887844067991045,0.5,0.333333333333333,0.333333333333333,0.833333333333333,0,0.5,0.333333333333333,0.285714285714286,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
0.135985695127403,0,0.633802816901408,0.18669294528997,0.770372779314599,0.368421052631579,0.142857142857143,0,0.181053623282471,0.678695113304398,0.283088109619108,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.333333333333333,0.166666666666667,0.428571428571429,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
0.0312829682610639,0,0.704225352112676,0.522770316968943,0.249768794327446,0.0526315789473684,0.142857142857143,0,0.0320156783835841,0.392470478344868,0.0411905980691046,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.333333333333333,0.333333333333333,0.5,0.285714285714286,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
0.157353598569513,0.5,0.873239436619718,0.467257021026721,0.471699450195975,0.684210526315789,0.142857142857143,0,0.271995020923997,0.392621657164509,0.271419590183208,0.666666666666667,0.5,0.5,0.333333333333333,0.5,0.5,0.666666666666667,0.571428571428571,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1
0.177952615109522,0.2,0.0985915492957746,0.220831128582867,0.515605056630996,0.368421052631579,0.142857142857143,0,0.228534150459647,0.428006022164866,0.247166623408578,0.5,0.5,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.428571428571429,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
0.116227089852481,0,0.71830985915493,0.0144507855100432,0.753094277450709,0.736842105263158,0,0.5,0.306932153252605,0.594650223333818,0.305459000374646,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.5,0.428571428571429,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
0.016092981671882,0.2,0.535211267605634,0.0524397054216748,0.7401227449578,0.473684210526316,0,0.5,0.170234073620249,0.440069311694467,0.182950187586762,0.5,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0.142857142857143,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0
0.00563254358515869,0.1,0.422535211267606,0.038288574851119,0.569988765667736,0.842105263157895,0.428571428571429,0.25,0.078554510909503,0.535211854623269,0.104683037355802,0.333333333333333,0.5,0.5,0.5,0.166666666666667,0.333333333333333,0.5,0.428571428571429,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0
0.00904783191774698,0,0.690140845070423,0.0541393427777653,0.523788055190494,0.631578947368421,0.285714285714286,0,0.170729696090431,0.451908847055417,0.182181376369176,0.666666666666667,0.5,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.428571428571429,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1
0.181734465802414,0,0.535211267605634,0.158672955916458,0.355928195152076,0.578947368421053,0.428571428571429,0,0.314735575818857,0.392392864494834,0.299614949802611,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.333333333333333,0.666666666666667,0.285714285714286,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0
0.0376396960214573,0.3,0.605633802816901,0.289379619168378,0.285861247129029,0.736842105263158,0.142857142857143,0.25,0.0861960765952909,0.225820044469268,0.162095316704238,0.5,0.333333333333333,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.428571428571429,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
0.182825212337953,0.2,0.225352112676056,0.336967781428547,0.587705697612136,0.473684210526316,0,0.25,0.087758572302538,0.214013994443728,0.159110943724894,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.5,0.428571428571429,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0.00143942780509611,0.2,0.704225352112676,0.429566072344211,0.300851075740404,0.578947368421053,0,0,0.0510910244716043,0.666959878245075,0.126114348449296,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.285714285714286,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
0.226446133214126,0.1,0.732394366197183,0.349944137220393,0.10699218888937,0.631578947368421,0.142857142857143,0,0.106686568287659,0.499428848560401,0.183832768186121,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.166666666666667,0,0.285714285714286,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0
0.0286008046490836,0.3,0.732394366197183,0.556657172360429,0.0971988409885996,0.789473684210526,0,0,0.0755748338937722,0.582660474984868,0.113712163063909,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.5,0.333333333333333,0.142857142857143,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0
0.0151274027715691,0.4,0.0985915492957746,0.28677819564132,0.574799061953205,0.315789473684211,0.142857142857143,0.25,0.0441199844854311,0.428267334338309,0.0778510121742231,0.5,0.333333333333333,0.5,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.285714285714286,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0
0.135637013857845,1,0.816901408450704,0.160746695513631,0.694125725318427,0.631578947368421,0.142857142857143,0,0.0315117148546877,0.273490658616725,0.094797629693631,0.5,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.5,0.142857142857143,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
0.0461063924899419,0.8,0.802816901408451,0.162510222852264,0.781314417647042,0.684210526315789,0.285714285714286,0,0.0244066731891735,0.6541662058944,0.103749834185596,0.666666666666667,0.5,0.5,0.5,0.333333333333333,0.666666666666667,0.666666666666667,0.285714285714286,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0
0.00740277156906571,0.1,0.788732394366197,0.218815408734798,0.604081188765071,0.789473684210526,0.142857142857143,0,0.0307024331425475,0.619270028347254,0.0812844531923605,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.166666666666667,0.166666666666667,0.333333333333333,0.142857142857143,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
0.140107286544479,0.1,0.408450704225352,0.157778587172238,0.709533909189066,0.736842105263158,0.142857142857143,0.25,0.15122719511044,0.868923862154815,0.21599169613874,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.333333333333333,0.166666666666667,0.142857142857143,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0
0.0199284756370139,0.4,0.028169014084507,0.246936238707537,0.741090819814361,0.789473684210526,0.285714285714286,0,0.0845924535038509,0.344985265810118,0.138337962620678,0.833333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.833333333333333,0.5,0.5,0.428571428571429,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
0.174841305319624,0.1,0.394366197183099,0.0474661160114667,0.426277648188487,0.473684210526316,0.285714285714286,0.25,0.186705681244252,0.666755240882003,0.216134953311283,0.333333333333333,0.5,0.5,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.428571428571429,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1
0.0929637907912383,0.3,0.225352112676056,0.4357284067786,0.429777067810193,0.631578947368421,0,0,0.211313368417383,0.583800032618466,0.28059886914063,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0,0.5,0.5,0.428571428571429,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
0.0171390254805543,0.3,0.563380281690141,0.395476307100762,0.481818873220026,0.631578947368421,0,0.25,0.155964467214667,0.27352997700431,0.209544311919981,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.166666666666667,0.5,0.333333333333333,0.571428571428571,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0
0.00455073759499329,0.6,0.464788732394366,0.28457722214729,0.301769964067383,0.473684210526316,0.285714285714286,0,0.0380469723791821,0.607239258321421,0.111670234053332,0.333333333333333,0.5,0.5,0.333333333333333,0.5,0.5,0.333333333333333,0.428571428571429,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
0.00289673670093876,0.1,0.0845070422535211,0.21280761160861,0.598798784370345,0.473684210526316,0.428571428571429,0,0.0578011193795529,0.618580786147847,0.182496577331306,0.5,0.5,0.333333333333333,0.5,0.5,0.5,0.333333333333333,0.285714285714286,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
0.0937147966025928,0.2,0.887323943661972,0.411132492715905,0.541998585779165,0.421052631578947,0.428571428571429,0,0.0355109205811966,0.321044145457119,0.0953793120024126,0.5,0.5,0.166666666666667,0.166666666666667,0.5,0.333333333333333,0.333333333333333,0.428571428571429,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0.0281716584711667,0.8,0.845070422535211,0.614770299130714,0.557117898145881,0.631578947368421,0,0,0.0997353380958593,0.130919696908329,0.187457046800633,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.166666666666667,0.5,0.285714285714286,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
0.00601698703620921,0,0.971830985915493,0.18612184893605,0.350750720887886,0.578947368421053,0.285714285714286,0,0.0846129390540244,0.297380199753871,0.146567976366841,0.666666666666667,0.5,0.333333333333333,0.5,0.5,0.5,0.333333333333333,0.428571428571429,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1
0.0236835046937863,0,0.394366197183099,0.149597939065703,0.449168276449053,0.631578947368421,0.142857142857143,0,0.00574820044285383,0.178228262166425,0.0825157502309797,0.5,0.5,0.666666666666667,0.5,0.666666666666667,0.5,0.5,0.285714285714286,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0
0.0595261510952168,0,0.211267605633803,0.138496235496655,0.755016835282038,0.368421052631579,0.285714285714286,0.25,0.130369378534467,0.451908847055417,0.15785393356461,0.5,0.333333333333333,0.5,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.428571428571429,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
0.118793026374609,0.1,0.183098591549296,0.10372857205525,0.758145180726287,0.526315789473684,0.285714285714286,0.25,0.031362930788347,0.619217882954232,0.110959451073261,0.5,0.5,0.5,0.166666666666667,0.5,0.5,0.5,0.285714285714286,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
0.0268037550290568,0.6,0.253521126760563,0.234821760600413,0.418394183980138,0.578947368421053,0.142857142857143,0,0.0268316932443727,0.107030155771183,0.0575039321803429,0.166666666666667,0.166666666666667,0,0.666666666666667,0.5,0.333333333333333,0.5,0.285714285714286,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0.00159141707644166,0.1,0.422535211267606,0.0799459811107719,0.473399886295018,0.789473684210526,0.428571428571429,0,0.00668390516641811,0.821475241793216,0.0941943878727522,0.5,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.571428571428571,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
0.809271345552079,0.3,0.915492957746479,0.198374482304568,0.366554241232633,0.684210526315789,0.285714285714286,0,0.185518953184952,0.225898876313883,0.182088864577945,0.166666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.5,0.285714285714286,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
0.00790344210996871,0.1,0.507042253521127,0.118524836730151,0.501938054182764,0.315789473684211,0,0,0.0679847895665326,0.428038541668634,0.0860959594502063,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.666666666666667,0.166666666666667,0.333333333333333,0.142857142857143,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
