"Population","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Tenure","MonthlyCharge","Bandwidth_GB_Year","Response","Fix","Replacement","Reliability","Options","Respectful","Courteous","Listening","Area_Rural","Area_Suburban","Area_Urban","Marital_Divorced","Marital_Married","Marital_Never_Married","Marital_Separated","Marital_Widowed","Gender_Female","Gender_Male","Gender_Nonbinary","Churn_No","Churn_Yes","Techie_No","Techie_Yes","Contract_Month_to_month","Contract_One_year","Contract_Two_Year","Port_modem_No","Port_modem_Yes","Tablet_No","Tablet_Yes","InternetService_DSL","InternetService_Fiber_Optic","InternetService_None","Phone_No","Phone_Yes","Multiple_No","Multiple_Yes","OnlineSecurity_No","OnlineSecurity_Yes","OnlineBackup_No","OnlineBackup_Yes","DeviceProtection_No","DeviceProtection_Yes","TechSupport_No","TechSupport_Yes","StreamingTV_No","StreamingTV_Yes","StreamingMovies_No","StreamingMovies_Yes","PaperlessBilling_No","PaperlessBilling_Yes","PaymentMethod_Bank_Transfer_automatic_","PaymentMethod_Credit_Card__automatic_","PaymentMethod_Electronic_Check","PaymentMethod_Mailed_Check"
0,0.5,0.154929577464789,0.44387932285815,0.273875318746791,0.590909090909091,0.142857142857143,0,0.223613506957042,0.499533194018847,0.256860206143524,0.666666666666667,0.833333333333333,0.571428571428571,0.166666666666667,0.5,0.571428571428571,0.5,0.5,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0
0.078712451316855,0.1,0.169014084507042,0.247177096230882,0.553878614364739,0.409090909090909,0.428571428571429,0,0.127556175262797,0.380560162419592,0.20396657215947,0.333333333333333,0.333333333333333,0.428571428571429,0.166666666666667,0.333333333333333,0.428571428571429,0.5,0.166666666666667,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
0.482772914818957,0,0.633802816901408,0.121099919424342,0.635940354984229,0.545454545454545,0.142857142857143,0,0.208159429769166,0.547086228409974,0.274426331704581,0.333333333333333,0.5,0.428571428571429,0.333333333333333,0.666666666666667,0.428571428571429,0.5,0.333333333333333,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0
0.0912254656229514,0.3,0.605633802816901,0.150505374102071,0.448890979235494,0.454545454545455,0.142857142857143,0,0.226863810989736,0.344996420713256,0.240172433546752,0.333333333333333,0.5,0.285714285714286,0.5,0.333333333333333,0.142857142857143,0.333333333333333,0.666666666666667,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0
0.0306270003470482,0.3,0.0704225352112676,0.0740511687338135,0.512742993053005,0.409090909090909,0.142857142857143,0,0.166237611685494,0.332882745078374,0.25763777762087,0.666666666666667,0.666666666666667,0.571428571428571,0.5,0.5,0.428571428571429,0.333333333333333,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
0.000665175644931169,0.4,0.28169014084507,0.151905749879434,0.567056948759669,0.590909090909091,0,0.5,0.273968994468952,0.499566222609274,0.311951821036816,0.166666666666667,0.333333333333333,0.285714285714286,0.166666666666667,0.5,0.142857142857143,0.333333333333333,0.333333333333333,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0
0.139204874098639,0.3,0.169014084507042,0.175461008757116,0.326191097082894,0.772727272727273,0.142857142857143,0,0.0198747195554426,0.22607554402732,0.0613108537002973,0.666666666666667,0.666666666666667,0.428571428571429,0.5,0.333333333333333,0.428571428571429,0.333333333333333,0.666666666666667,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
0.00367292638722863,0.3,0.47887323943662,0.104788811752899,0.439333701116328,0.681818181818182,0.142857142857143,0.166666666666667,0.0795501971599123,0.21403137021453,0.0784836901779083,0.333333333333333,0.333333333333333,0.285714285714286,0.166666666666667,0.166666666666667,0.285714285714286,0.666666666666667,0.666666666666667,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
0.0909458990475456,0.3,0.802816901408451,0.108959306952647,0.646596876150709,0.636363636363636,0.142857142857143,0,0.0671270359400086,0.392675151205001,0.101249460872863,0.333333333333333,0.333333333333333,0.428571428571429,0.166666666666667,0.5,0.428571428571429,0.333333333333333,0.5,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0
0.285042224193113,0.1,0.830985915492958,0.0472251561900326,0.458032872821361,0.5,0.142857142857143,0,0.0444090135361108,0.0593595469897119,0.0873229499736862,0.5,0.5,0.428571428571429,0.5,0.166666666666667,0.428571428571429,0.666666666666667,0.666666666666667,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0.0297786603940925,0.1,0.408450704225352,0.0325410711337289,0.746790250414632,0.636363636363636,0,0.166666666666667,0.132422584426934,0.678799474968163,0.193017003709969,0.666666666666667,0.333333333333333,0.571428571428571,0.333333333333333,0.333333333333333,0.571428571428571,0.5,0.5,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
0.054486561523927,0,0.732394366197183,0.168376361229885,0.693423250341815,0.5,0,0,0.00545601688068176,0.285480432772545,0.0360398648343642,0.166666666666667,0.166666666666667,0.285714285714286,0.5,0.5,0.142857142857143,0.166666666666667,0.166666666666667,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
0.108626074885281,0.9,0.380281690140845,0.166445685999835,0.30857889817963,0.590909090909091,0,0,0.141962320653392,0.714269473903369,0.23474000228127,0.333333333333333,0.166666666666667,0,0.666666666666667,0.333333333333333,0.285714285714286,0.333333333333333,0.166666666666667,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0
0.0170150001928045,0,0.309859154929577,0.0829434988385123,0.206108170009352,0.545454545454545,0.285714285714286,0,0.0363588470147153,0.321200620187672,0.0466397294943361,0.166666666666667,0.333333333333333,0.428571428571429,0.333333333333333,0.333333333333333,0.142857142857143,0.5,0.333333333333333,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
0.0146242239617476,0.4,0.71830985915493,0.0420144448295378,0.257777866339313,0.636363636363636,0.142857142857143,0,0.0347409220821525,0.892969929709336,0.131716830257746,0.833333333333333,0.666666666666667,0.571428571428571,0.666666666666667,0.166666666666667,0.714285714285714,0.666666666666667,0.666666666666667,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
0.135956117687888,0.1,0.47887323943662,0.030688678019662,0.649242735433942,0.454545454545455,0,0.166666666666667,0.0630165154424605,0.392538788135247,0.150216185894521,0.5,0.166666666666667,0.285714285714286,0.5,0.333333333333333,0.285714285714286,0.5,0.333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0.0616396097636216,0.2,0.112676056338028,0.037772435977393,0.767994170783904,0.681818181818182,0.142857142857143,0.166666666666667,0.0325104641311291,0.713736677350447,0.105122358801084,0.5,0.333333333333333,0.571428571428571,0.666666666666667,0.166666666666667,0.428571428571429,0.666666666666667,0.666666666666667,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0
0.0487699070682142,0.1,0.0985915492957746,0.138774930523655,0.442843817163296,0.363636363636364,0.285714285714286,0,0.0867240126776689,0.285574175543675,0.169122953546618,0.666666666666667,0.833333333333333,0.428571428571429,0.166666666666667,0.666666666666667,0.285714285714286,0.333333333333333,0.333333333333333,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
0.197142636794817,0.1,0.676056338028169,0.0968809643459384,0.793143429863778,0.5,0.142857142857143,0,0.124560846009603,0.499500674512139,0.136362257232582,0.5,0.5,0.285714285714286,0.5,0.166666666666667,0.428571428571429,0.5,0.666666666666667,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
0.0204662013650561,0.1,0.76056338028169,0.193337604040471,0.373004695283645,0.409090909090909,0.142857142857143,0.166666666666667,0.211820167373358,0.321127079000373,0.196432744474641,0.333333333333333,0.5,0.285714285714286,0.833333333333333,0.5,0.428571428571429,0.833333333333333,0.166666666666667,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
0.0112212239231867,0.3,0.0422535211267606,0.146441317826822,0.536744201466151,0.5,0.142857142857143,0,0.11515399470758,0.439995810288572,0.164677694155661,0.666666666666667,0.166666666666667,0.285714285714286,0.333333333333333,0.333333333333333,0.571428571428571,0.5,0.5,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
0.000221725214977056,0.3,0.52112676056338,0.203203161854889,0.377194381602408,0.681818181818182,0.285714285714286,0,0.0281415149564702,0.130854160646078,0.104444524751181,0.333333333333333,0.333333333333333,0.142857142857143,0.333333333333333,0.666666666666667,0.428571428571429,0.333333333333333,0.333333333333333,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
0.00862800293062893,0.4,0.323943661971831,0.0450766524633359,0.589746202548889,0.454545454545455,0.142857142857143,0.333333333333333,0.041121122001926,0.83338839367149,0.138035146648556,0.333333333333333,0.333333333333333,0.285714285714286,0.666666666666667,0,0.428571428571429,0.333333333333333,0.5,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
0.0645798789187522,0.4,0.197183098591549,0.0918265851558002,0.386394634965065,0.545454545454545,0,0,0.247284417253156,0.535146354908238,0.266678972537835,0.333333333333333,0.333333333333333,0.285714285714286,0.333333333333333,0.5,0.285714285714286,0.333333333333333,0.5,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
0.344570624301084,0,0.0563380281690141,0.0572003244375997,0.618584746598394,0.227272727272727,0,0,0.10978154881182,0.773872405730779,0.17948900832705,0.5,0.5,0.428571428571429,0.5,0.333333333333333,0.428571428571429,0.333333333333333,0.5,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
0.0758685844291058,0.2,0.0704225352112676,0.509636919114501,0.587568911212477,0.454545454545455,0.142857142857143,0,0.299375021587829,0.499500674512139,0.319829079954508,0.5,0.5,0.571428571428571,0.166666666666667,0.166666666666667,0.428571428571429,0.333333333333333,0.333333333333333,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0
0.00830023522153241,0.3,0.352112676056338,0.143141247044164,0.457197664665566,0.454545454545455,0.142857142857143,0,0.118638564601123,0.547276159457201,0.150790596470003,0.5,0.666666666666667,0.285714285714286,0.5,0.333333333333333,0.285714285714286,0.5,0.333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
0.148112443604674,0.1,0.957746478873239,0.101277448875571,0.368064438991429,0.454545454545455,0.285714285714286,0.333333333333333,0.0951581066078392,0.118868736045991,0.0823738361428253,0.333333333333333,0.5,0.285714285714286,0.166666666666667,0.333333333333333,0.285714285714286,0.333333333333333,0.333333333333333,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
0.024958547025026,0.2,0.929577464788732,0.294262473978642,0.584431896258502,0.590909090909091,0,0.166666666666667,0.148815578188396,0.0595159926985025,0.105177172668117,0.333333333333333,0.333333333333333,0.428571428571429,0.333333333333333,0.666666666666667,0.285714285714286,0.333333333333333,0.5,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
0.0472467512435892,0.2,0.619718309859155,0.0166840693534682,0.419634115579861,0.545454545454545,0.428571428571429,0,0.0329446043078515,0.499572055661977,0.12371532532943,0.166666666666667,0.166666666666667,0.285714285714286,0.5,0.333333333333333,0.571428571428571,0.166666666666667,0.5,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0
0.00439594339258859,0.1,0.577464788732394,0.14713819883758,0.194746135875852,0.318181818181818,0,0,0.0631284484531113,0.332965649599865,0.080549473071415,0.5,0.5,0.428571428571429,0.333333333333333,0.5,0.142857142857143,0.666666666666667,0.5,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
0.00303667142251186,0,0.464788732394366,0.0542095144253944,0.423434740873363,0.454545454545455,0.285714285714286,0,0.156004273812495,0.380730010827783,0.16273418468561,0.5,0.166666666666667,0.428571428571429,0.666666666666667,0.5,0.285714285714286,0.333333333333333,0.5,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
0.0479022866617823,0.1,0.563380281690141,0.239840468473599,0.51243442333953,0.454545454545455,0.142857142857143,0.166666666666667,0.182866984492093,0.237809814315758,0.241259695709446,0.333333333333333,0.5,0.285714285714286,0.833333333333333,0.333333333333333,0.428571428571429,0.666666666666667,0.333333333333333,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
0.45182778698955,0.1,0.774647887323944,0.318257760343247,0.392651133839167,0.454545454545455,0,0.166666666666667,0.120557407973587,0.166389707678419,0.166726559901508,0.666666666666667,0.5,0.285714285714286,0.666666666666667,0.333333333333333,0.285714285714286,0.666666666666667,0.5,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0.563288088535842,0.1,0.211267605633803,0.0593365288990382,0.537676824268407,0.454545454545455,0,0.166666666666667,0.0806862868027751,0.29753667234525,0.113863077067443,0.5,0.666666666666667,0.571428571428571,0.666666666666667,0.5,0.428571428571429,0.5,0.666666666666667,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0.00669031735626422,0,0.436619718309859,0.111616953848709,0.394443580901303,0.363636363636364,0.142857142857143,0,0.0877388725696331,0.214096918311665,0.0732361228531442,0.666666666666667,0.666666666666667,0.285714285714286,0.5,0.5,0.571428571428571,0.666666666666667,0.5,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
0.029817221301045,0.1,0.112676056338028,0.212609276361125,0.392587484516498,0.5,0.142857142857143,0,0.0262845094222666,0.404344839228031,0.132464033163535,0.666666666666667,0.666666666666667,0.428571428571429,0.5,0.333333333333333,0.428571428571429,0.5,0.5,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1
0.0266552269309374,0.1,0.0985915492957746,0.315150571434307,0.448474947206709,0.409090909090909,0.428571428571429,0,0.018872923236809,0.547136104341038,0.0772841588566739,0.333333333333333,0.5,0.285714285714286,0.166666666666667,0.333333333333333,0.428571428571429,0.166666666666667,0.5,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
0.0362183318551652,0,0.338028169014085,0.385717257760459,0.506633256537599,0.590909090909091,0.428571428571429,0,0.0979782614158832,0.344828851287321,0.180024281143562,0.666666666666667,0.666666666666667,0.571428571428571,0.5,0.333333333333333,0.142857142857143,0.5,0.5,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0.0476034396329002,0.1,0.887323943661972,0.269257139462413,0.283417407466108,0.636363636363636,0,0,0.158411938338231,0.0595815407956379,0.133757551609055,0.666666666666667,0.666666666666667,0.571428571428571,0.333333333333333,0.5,0.285714285714286,0.166666666666667,0.666666666666667,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
0.0362568927621178,0.1,0.352112676056338,0.133570871595941,0.63725781476477,0.545454545454545,0,0,0.121565775542705,0.226042058688884,0.131976088407218,0.5,0.5,0.428571428571429,0.333333333333333,0.5,0.428571428571429,0.333333333333333,0.333333333333333,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
0.017844059692284,0.2,0.633802816901408,0.175150549001685,0.443950273671332,0.590909090909091,0.142857142857143,0,0.0973590513137542,0.499494441804927,0.202284207921248,0.333333333333333,0.5,0.285714285714286,0.333333333333333,0.5,0.428571428571429,0.5,0.333333333333333,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0
0.370917363976401,0.3,0.732394366197183,0.0410596660177064,0.288771472736646,0.454545454545455,0,0.166666666666667,0.0488265287605659,0.880991303993681,0.120978013770295,0.333333333333333,0.333333333333333,0.142857142857143,0.5,0.5,0.285714285714286,0.333333333333333,0.333333333333333,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0.130596151621486,0.1,0.845070422535211,0.0851534988914997,0.507127713881013,0.818181818181818,0.142857142857143,0,0.137840598742263,0.607239313214662,0.166538647237189,0.5,0.5,0.285714285714286,0.833333333333333,0.166666666666667,0.571428571428571,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
0.195397755755215,0.4,0.591549295774648,0.164130020561045,0.285669416474709,0.5,0,0,0.322813305951468,0.631248710043708,0.361968514525084,0.666666666666667,0.666666666666667,0.714285714285714,0.666666666666667,0.333333333333333,0.857142857142857,0.666666666666667,0.666666666666667,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0
0.291375853160066,0,0.971830985915493,0.300319475348927,0.372831329516178,0.727272727272727,0,0,0.0384013267055342,0.833284093360435,0.158607255387193,0.333333333333333,0.333333333333333,0.428571428571429,0.666666666666667,0.5,0.285714285714286,0.666666666666667,0.5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0
